"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.175441875E0,-7.484436035E-4,1.080752563E-1,9.751322021E0,9.751920938E0
3.185458875E0,-3.592529297E-3,1.103205872E-1,9.752818909E0,9.753443505E0
3.195474875E0,-7.783813477E-3,1.234931946E-1,9.761800232E0,9.762584439E0
3.205491875E0,-1.257385254E-2,1.134640503E-1,9.713600464E0,9.714271263E0
3.215508875E0,-2.679428101E-2,1.155596924E-1,9.689051514E0,9.689777666E0
3.225524875E0,7.783813477E-3,1.155596924E-1,9.642049255E0,9.642744862E0
3.235541875E0,-5.538482666E-3,1.067280579E-1,9.745334473E0,9.745920456E0
3.245558875E0,2.035766602E-2,8.307723999E-2,9.748028870E0,9.748404131E0
3.255574875E0,1.002914429E-2,1.242416382E-1,9.724527740E0,9.725326542E0
3.265591875E0,2.559677124E-2,1.089733887E-1,9.736802216E0,9.737445650E0
3.275608875E0,1.826202393E-2,1.348695374E-1,9.704020386E0,9.704974752E0
3.285624875E0,2.409988403E-2,1.357676697E-1,9.773625641E0,9.774598295E0
3.295641875E0,3.068618774E-2,1.399589539E-1,9.857900391E0,9.858941640E0
3.305658875E0,-2.245330811E-3,1.266366577E-1,9.825867004E0,9.826683279E0
3.315674875E0,-2.544708252E-3,1.269360352E-1,9.743538208E0,9.744365348E0
3.325691875E0,-2.305206299E-2,1.251397705E-1,9.793384552E0,9.794211165E0
3.335708875E0,-2.544708252E-3,9.160949707E-2,9.876162415E0,9.876587610E0
3.345724875E0,-2.335144043E-2,1.216969299E-1,9.833800507E0,9.834581223E0
3.355741875E0,-4.086502075E-2,1.339714050E-1,9.788594513E0,9.789596561E0
3.365758875E0,-2.799179077E-2,1.011895752E-1,9.808652802E0,9.809214681E0
3.375774875E0,-2.185455322E-2,6.750961304E-2,9.822274475E0,9.822530786E0
3.385791875E0,-3.921844482E-2,5.568420410E-2,9.850266266E0,9.850501730E0
3.395808875E0,-8.128097534E-2,9.939331055E-2,9.767638092E0,9.768481946E0
3.405824875E0,-1.871109009E-2,8.083190918E-2,9.651479645E0,9.651836262E0
3.415841875E0,-1.601669312E-2,1.196012878E-1,9.796977081E0,9.797720191E0
3.425858875E0,-1.122665405E-2,4.026626587E-2,9.849667511E0,9.849756215E0
3.435874875E0,-1.092727661E-2,9.999206543E-2,9.723180542E0,9.723700822E0
3.445891875E0,-4.206253052E-2,1.429527283E-1,9.636211395E0,9.637363477E0
3.455908875E0,-2.065704346E-2,1.431024170E-1,9.687255249E0,9.688334185E0
3.465924875E0,3.442840576E-3,7.948471069E-2,9.786947937E0,9.787271305E0
3.475941875E0,4.385879517E-2,1.166075134E-1,9.791139221E0,9.791931789E0
3.485958875E0,3.263214111E-2,1.920506287E-1,9.683513031E0,9.685472261E0
3.495975875E0,-1.167572021E-2,1.844165039E-1,9.717043304E0,9.718800150E0
3.505991875E0,2.140548706E-2,1.540296936E-1,9.756561127E0,9.757800385E0
3.516008875E0,2.439926147E-2,1.139131165E-1,9.745633850E0,9.746330113E0
3.526025875E0,2.395019531E-2,1.145118713E-1,9.777218170E0,9.777918067E0
3.536041875E0,1.541793823E-2,1.425036621E-1,9.819131012E0,9.820177129E0
3.546058875E0,-2.395019531E-2,1.698966980E-1,9.793833618E0,9.795336413E0
3.556075875E0,1.496887207E-2,9.265731812E-2,9.727820892E0,9.728273678E0
3.566091875E0,8.981323242E-3,8.098159790E-2,9.800868988E0,9.801207660E0
3.576108875E0,-5.239105225E-3,8.068222046E-2,9.896370392E0,9.896700662E0
3.586125875E0,-1.362167358E-2,1.130149841E-1,9.773475952E0,9.774138843E0
3.596141875E0,-3.682342529E-2,7.589218140E-2,9.785750427E0,9.786113989E0
3.606158875E0,-3.412902832E-2,8.562194824E-2,9.872120819E0,9.872551108E0
3.616175875E0,-5.987548828E-4,5.777984619E-2,9.751172333E0,9.751343535E0
3.626191875E0,-1.541793823E-2,1.095721436E-1,9.747879181E0,9.748507183E0
3.636208875E0,-5.373825073E-2,7.229965210E-2,9.802814941E0,9.803228846E0
3.646225875E0,-6.361770630E-2,1.185534668E-1,9.814340973E0,9.815263158E0
3.656241875E0,-1.751358032E-2,1.026864624E-1,9.719887390E0,9.720445572E0
3.666258875E0,-8.981323242E-3,1.303788757E-1,9.733958130E0,9.734835396E0
3.676275875E0,3.592529297E-3,1.125659180E-1,9.724827118E0,9.725479241E0
3.686291875E0,-8.083190918E-3,1.290316772E-1,9.714049530E0,9.714909819E0
3.696308875E0,-3.412902832E-2,1.318757629E-1,9.742640076E0,9.743592338E0
3.706325875E0,-1.766326904E-2,8.891510010E-2,9.728868713E0,9.729291050E0
3.716341875E0,3.263214111E-2,9.520202637E-2,9.624385986E0,9.624912150E0
3.726358875E0,7.783813477E-3,1.052311707E-1,9.829010468E0,9.829576845E0
3.736375875E0,-1.317260742E-2,1.290316772E-1,9.754465485E0,9.755327754E0
3.746391875E0,1.182540894E-2,1.270857239E-1,9.705217896E0,9.706057131E0
3.756408875E0,2.260299683E-2,1.501377869E-1,9.817035370E0,9.818209394E0
3.766425875E0,3.038681030E-2,1.426533508E-1,9.826465759E0,9.827548151E0
3.776441875E0,3.442840576E-2,1.157093811E-1,9.812395020E0,9.813137622E0
3.786458875E0,-1.062789917E-2,1.630110168E-1,9.751771088E0,9.753139233E0
3.796475875E0,-4.640350342E-3,1.395098877E-1,9.810449066E0,9.811442066E0
3.806492875E0,-2.395019531E-2,1.516346741E-1,9.883497162E0,9.884689314E0
3.816508875E0,-5.912704468E-2,1.574725342E-1,9.795929260E0,9.797373305E0
3.826525875E0,6.286926270E-3,1.154100037E-1,9.714049530E0,9.714737118E0
3.836542875E0,2.544708252E-2,1.184037781E-1,9.817933502E0,9.818680424E0
3.846558875E0,-2.694396973E-2,1.339714050E-1,9.968071289E0,9.969007952E0
3.856575875E0,1.062789917E-2,9.565109253E-2,9.765542450E0,9.766016661E0
3.866592875E0,-4.745132446E-2,1.221459961E-1,9.689051514E0,9.689937590E0
3.876608875E0,-5.598358154E-2,6.316864014E-2,9.802515564E0,9.802878956E0
3.886625875E0,-5.044509888E-2,5.777984619E-2,9.821975098E0,9.822274586E0
3.896642875E0,-4.894821167E-2,4.834945679E-2,9.752669220E0,9.752911899E0
3.906658875E0,-6.810836792E-2,8.068222046E-2,9.767039337E0,9.767610034E0
3.916675875E0,-4.790039063E-2,6.975494385E-2,9.720635834E0,9.721004126E0
3.926692875E0,3.053649902E-2,6.601272583E-2,9.705217896E0,9.705490434E0
3.936708875E0,4.340972900E-3,9.145980835E-2,9.675878906E0,9.676312125E0
3.946725875E0,-5.239105225E-3,8.921447754E-2,9.733509064E0,9.733919322E0
3.956742875E0,-2.245330811E-2,1.013392639E-1,9.824669495E0,9.825217783E0
3.966758875E0,-1.017883301E-2,1.441502380E-1,9.685309296E0,9.686387307E0
3.976775875E0,-5.987548828E-4,1.324745178E-1,9.657916260E0,9.658824791E0
3.986792875E0,5.777984619E-2,1.103205872E-1,9.756710815E0,9.757505577E0
3.996808875E0,7.035369873E-3,1.619631958E-1,9.760303345E0,9.761649602E0
4.006825875E0,6.137237549E-3,1.826202393E-1,9.735904083E0,9.737618607E0
4.016842875E0,2.903961182E-2,1.633103943E-1,9.787097626E0,9.788503130E0
4.026858875E0,3.891906738E-2,1.585203552E-1,9.754615173E0,9.755980759E0
4.036875875E0,2.784210205E-2,1.707948303E-1,9.739197235E0,9.740734512E0
4.046892875E0,5.224136353E-2,1.598675537E-1,9.764494629E0,9.765942973E0
4.056908875E0,-3.113525391E-2,1.570234680E-1,9.842033386E0,9.843335154E0
4.066925875E0,-1.586700439E-2,1.457968140E-1,9.837842102E0,9.838935191E0
4.076942875E0,5.059478760E-2,7.664062500E-2,9.834998016E0,9.835426762E0
4.086959875E0,2.305206299E-2,7.334747314E-2,9.777966614E0,9.778268883E0
4.096975875E0,-4.041595459E-3,7.409591675E-2,9.842482452E0,9.842762182E0
4.106992875E0,-3.891906738E-2,7.888595581E-2,9.851763153E0,9.852155851E0
4.117009875E0,-7.858657837E-2,8.831634521E-2,9.769883423E0,9.770598637E0
4.127025875E0,-3.592529297E-2,5.373825073E-2,9.803713074E0,9.803926176E0
4.137042875E0,8.981323242E-4,3.367996216E-2,9.849068756E0,9.849126383E0
4.147059875E0,-6.017486572E-2,7.289840698E-2,9.820328522E0,9.820783445E0
4.157075875E0,-5.433700562E-2,8.891510010E-2,9.807455292E0,9.808008855E0
4.167092875E0,-3.772155762E-2,8.637039185E-2,9.741143188E0,9.741599118E0
4.177109875E0,-4.415817261E-2,8.532257080E-2,9.761800232E0,9.762272976E0
4.187125875E0,1.616638184E-2,6.750961304E-2,9.785151672E0,9.785397905E0
4.197142875E0,-5.538482666E-3,1.314266968E-1,9.730215912E0,9.731105042E0
4.207159875E0,-4.655319214E-2,1.535806274E-1,9.682614899E0,9.683944727E0
4.217175875E0,1.721420288E-2,1.384620667E-1,9.709558868E0,9.710561338E0
4.227192875E0,4.101470947E-2,1.287322998E-1,9.729766846E0,9.730704861E0
4.237209875E0,5.388793945E-2,1.287322998E-1,9.710007935E0,9.711010761E0
4.247225750E0,1.347198486E-2,1.648072815E-1,9.704020386E0,9.705429129E0
4.257242750E0,-4.385879517E-2,1.812730408E-1,9.696985016E0,9.698778372E0
4.267259750E0,7.484436035E-4,1.767823792E-1,9.670789490E0,9.672405178E0
4.277275750E0,8.442443848E-2,1.335223389E-1,9.731263733E0,9.732545892E0
4.287292750E0,2.948867798E-2,1.279838562E-1,9.824669495E0,9.825547320E0
4.297309750E0,2.050735474E-2,1.293310547E-1,9.727222137E0,9.728103494E0
4.307326750E0,-2.365081787E-2,1.648072815E-1,9.776020660E0,9.777438353E0
4.317342750E0,-2.844085693E-2,8.053253174E-2,9.859996033E0,9.860365923E0
4.327359750E0,-1.047821045E-2,8.038284302E-2,9.797276459E0,9.797611811E0
4.337376750E0,7.933502197E-3,6.017486572E-2,9.819879456E0,9.820067030E0
4.347392750E0,-4.445755005E-2,1.199006653E-1,9.814640350E0,9.815473389E0
4.357409750E0,-7.619155884E-2,7.364685059E-2,9.804910583E0,9.805483189E0
4.367426750E0,-2.709365845E-2,7.364685059E-2,9.869127045E0,9.869439019E0
4.377442750E0,-3.233276367E-2,6.885681152E-2,9.791588287E0,9.791883775E0
4.387459750E0,-1.676513672E-2,4.640350342E-2,9.822573853E0,9.822697768E0
4.397476750E0,-5.508544922E-2,6.586303711E-2,9.833052063E0,9.833426932E0
4.407492750E0,-6.197113037E-2,1.145118713E-1,9.713899841E0,9.714772438E0
4.417509750E0,-4.640350342E-2,1.140628052E-1,9.762249298E0,9.763025912E0
4.427526750E0,5.987548828E-3,8.472381592E-2,9.779164124E0,9.779532961E0
4.437542750E0,2.335144043E-2,8.846603394E-2,9.695937195E0,9.696368888E0
4.447559750E0,2.290237427E-2,1.281335449E-1,9.749525757E0,9.750394618E0
4.457576750E0,-1.332229614E-2,1.094224548E-1,9.751621399E0,9.752244391E0
4.467592750E0,1.107696533E-2,1.496887207E-1,9.689051514E0,9.690214066E0
4.477609750E0,2.709365845E-2,1.405577087E-1,9.697733459E0,9.698789862E0
4.487626750E0,5.807922363E-2,1.688488770E-1,9.689949646E0,9.691594672E0
4.497643750E0,-2.395019531E-3,1.133143616E-1,9.751920776E0,9.752579387E0
4.507659750E0,8.382568359E-3,1.785786438E-1,9.753267975E0,9.754906293E0
4.517676750E0,2.619552612E-2,1.252894592E-1,9.736802216E0,9.737643505E0
4.527693750E0,2.978805542E-2,1.318757629E-1,9.774972839E0,9.775907761E0
4.537709750E0,3.248245239E-2,8.202941895E-2,9.743089142E0,9.743488593E0
4.547726750E0,-2.589614868E-2,1.561253357E-1,9.806856537E0,9.808133404E0
4.557743750E0,-4.131408691E-2,1.586700439E-1,9.788295135E0,9.789668263E0
4.567759750E0,-5.822891235E-2,1.142124939E-1,9.801467743E0,9.802306107E0
4.577776750E0,-2.933898926E-2,9.909393311E-2,9.862540741E0,9.863082188E0
4.587793750E0,-1.826202393E-2,1.014889526E-1,9.840985565E0,9.841525817E0
4.597809750E0,-2.544708252E-2,1.140628052E-1,9.816436615E0,9.817132254E0
4.607826750E0,-6.032455444E-2,1.588197327E-1,9.818831635E0,9.820301290E0
4.617843750E0,-6.271957397E-2,1.419049072E-1,9.824669495E0,9.825894434E0
4.627859750E0,-6.436614990E-3,1.402583313E-1,9.822274475E0,9.823277951E0
4.637876750E0,4.191284180E-3,1.140628052E-1,9.716145172E0,9.716815574E0
4.647893750E0,-9.131011963E-3,1.131646729E-1,9.702972565E0,9.703636752E0
4.657910750E0,-2.409988403E-2,1.088237000E-1,9.808203735E0,9.808837032E0
4.667926750E0,-2.215393066E-2,8.711883545E-2,9.790091400E0,9.790504079E0
4.677943750E0,2.649490356E-2,8.232879639E-2,9.672436066E0,9.672822724E0
4.687960750E0,2.320175171E-2,5.224136353E-2,9.710457001E0,9.710625245E0
4.697976750E0,-1.167572021E-2,6.017486572E-2,9.755962372E0,9.756154936E0
4.707993750E0,-3.457809448E-2,6.107299805E-2,9.727072449E0,9.727325633E0
4.718010750E0,1.496887207E-3,7.514373779E-2,9.718091125E0,9.718381755E0
4.728026750E0,1.466949463E-2,5.343887329E-2,9.765991516E0,9.766148739E0
4.738043750E0,3.353027344E-2,7.214996338E-2,9.821076965E0,9.821399221E0
4.748060750E0,3.772155762E-2,1.026864624E-1,9.801617432E0,9.802227895E0
4.758076750E0,-1.676513672E-2,1.164578247E-1,9.731114044E0,9.731825319E0
4.768093750E0,-5.239105225E-3,1.175056458E-1,9.767937469E0,9.768645629E0
4.778110750E0,2.799179077E-2,1.345701599E-1,9.795779572E0,9.796743851E0
4.788127750E0,4.415817261E-2,1.275347900E-1,9.751920776E0,9.752854654E0
4.798143750E0,-2.694396973E-3,1.293310547E-1,9.787696381E0,9.788551181E0
4.808160750E0,2.844085693E-3,1.351689148E-1,9.794432373E0,9.795365447E0
4.818177750E0,-1.496887207E-3,1.689985657E-1,9.780062256E0,9.781522401E0
4.828193750E0,1.032852173E-2,1.278341675E-1,9.759854279E0,9.760696891E0
4.838210750E0,3.742218018E-3,1.119671631E-1,9.714947662E0,9.715593586E0
4.848227750E0,-1.466949463E-2,1.372645569E-1,9.755363617E0,9.756340300E0
4.858243750E0,-2.874023438E-2,1.404080200E-1,9.813143463E0,9.814189984E0
4.868260750E0,-3.697311401E-2,1.619631958E-1,9.780062256E0,9.781473141E0
4.878277750E0,-9.729766846E-3,1.190025330E-1,9.758956146E0,9.759686539E0
4.888294750E0,2.454895020E-2,1.152603149E-1,9.747729492E0,9.748441816E0
4.898310750E0,1.541793823E-2,9.879455566E-2,9.773475952E0,9.773987429E0
4.908327750E0,-1.571731567E-2,8.921447754E-2,9.790690155E0,9.791109231E0
4.918344750E0,1.407073975E-2,1.022373962E-1,9.752669220E0,9.753215233E0
4.928360750E0,1.137634277E-2,8.427474976E-2,9.735904083E0,9.736275467E0
4.938377750E0,2.739303589E-2,4.550537109E-2,9.765093384E0,9.765237832E0
4.948394750E0,1.871109009E-2,5.298980713E-2,9.792785797E0,9.792947038E0
4.958410750E0,-8.981323242E-3,1.109193420E-1,9.755812683E0,9.756447349E0
4.968427750E0,-1.886077881E-2,1.067280579E-1,9.785001984E0,9.785602201E0
4.978444750E0,-1.496887207E-2,8.517288208E-2,9.832303619E0,9.832683914E0
4.988461750E0,-2.320175171E-2,7.544311523E-2,9.772428131E0,9.772746879E0
4.998477750E0,-2.365081787E-2,8.382568359E-2,9.763446808E0,9.763835295E0
5.008494750E0,-3.532653809E-2,1.143621826E-1,9.788444824E0,9.789176612E0
5.018511750E0,-6.271957397E-2,1.115180969E-1,9.816286926E0,9.817120711E0
5.028527750E0,-3.083587646E-2,8.801696777E-2,9.747430115E0,9.747876265E0
5.038544750E0,-1.826202393E-2,7.559280396E-2,9.750573578E0,9.750883697E0
5.048561750E0,-1.137634277E-2,9.071136475E-2,9.817783813E0,9.818209459E0
5.058577750E0,-1.257385254E-2,1.055305481E-1,9.766889648E0,9.767467850E0
5.068594750E0,-2.200424194E-2,1.032852173E-1,9.734556885E0,9.735129674E0
5.078611750E0,-1.032852173E-2,1.017883301E-1,9.779164124E0,9.779699305E0
5.088628750E0,3.727249146E-2,1.020877075E-1,9.774673462E0,9.775277614E0
5.098644750E0,3.996688843E-2,1.122665405E-1,9.773176575E0,9.773903084E0
5.108661750E0,1.451980591E-2,1.240919495E-1,9.763147430E0,9.763946814E0
5.118678750E0,1.152603149E-2,1.236428833E-1,9.767937469E0,9.768726776E0
5.128694750E0,4.415817261E-2,1.522334290E-1,9.754764862E0,9.756052607E0
5.138711750E0,5.029541016E-2,1.351689148E-1,9.758058014E0,9.759123755E0
5.148728750E0,4.924758911E-2,1.484912109E-1,9.785151672E0,9.786402210E0
5.158744750E0,2.005828857E-2,1.683998108E-1,9.788444824E0,9.789913836E0
5.168761750E0,8.681945801E-3,1.625619507E-1,9.785301361E0,9.786655429E0
5.178778750E0,1.287322998E-2,1.377136230E-1,9.766590271E0,9.767569620E0
5.188794750E0,1.841171265E-2,1.115180969E-1,9.798024902E0,9.798676812E0
5.198811750E0,1.541793823E-2,1.279838562E-1,9.796378326E0,9.797226439E0
5.208828750E0,-1.002914429E-2,1.020877075E-1,9.721234589E0,9.721775785E0
5.218845750E0,-2.409988403E-2,4.056564331E-2,9.715546417E0,9.715660995E0
5.228861750E0,-3.772155762E-2,6.406677246E-2,9.846074982E0,9.846355672E0
5.238878750E0,-2.005828857E-2,7.409591675E-2,9.803862762E0,9.804163279E0
5.248895750E0,-3.323089600E-2,2.439926147E-2,9.634415131E0,9.634503336E0
5.258911750E0,-5.972579956E-2,5.209167480E-2,9.731114044E0,9.731436752E0
5.268928750E0,-2.604583740E-2,8.322692871E-2,9.872719574E0,9.873104724E0
5.278945750E0,-4.251159668E-2,5.777984619E-2,9.789492645E0,9.789755462E0
5.288962750E0,-4.924758911E-2,7.798782349E-2,9.672286377E0,9.672726151E0
5.298978750E0,8.981323242E-4,8.966354370E-2,9.813742218E0,9.814151857E0
5.308995750E0,9.131011963E-3,1.083746338E-1,9.897268524E0,9.897866067E0
5.319012750E0,-1.347198486E-3,1.266366577E-1,9.749376068E0,9.750198581E0
5.329028750E0,4.101470947E-2,1.336720276E-1,9.746232605E0,9.747235526E0
5.339045750E0,6.481521606E-2,1.489402771E-1,9.807455292E0,9.808800310E0
5.349062750E0,4.640350342E-2,1.454974365E-1,9.836045837E0,9.837231343E0
5.359078750E0,2.619552612E-2,1.260379028E-1,9.737700348E0,9.738551218E0
5.369095750E0,7.035369873E-3,1.459465027E-1,9.669891357E0,9.670995230E0
5.379112750E0,7.484436035E-3,1.390608215E-1,9.776619415E0,9.777611217E0
5.389129750E0,1.496887207E-3,1.261875916E-1,9.810748444E0,9.811560048E0
5.399145750E0,1.916015625E-2,1.472937012E-1,9.691596222E0,9.692734386E0
5.409162750E0,1.362167358E-2,1.537303162E-1,9.720635834E0,9.721860911E0
5.419179750E0,-6.735992432E-3,1.537303162E-1,9.833351440E0,9.834555350E0
5.429195750E0,-4.640350342E-3,1.511856079E-1,9.780062256E0,9.781231842E0
5.439212750E0,-2.200424194E-2,1.353186035E-1,9.785750427E0,9.786710721E0
5.449229750E0,-3.293151855E-2,1.324745178E-1,9.843081207E0,9.844027714E0
5.459245750E0,-2.005828857E-2,1.278341675E-1,9.875264282E0,9.876112016E0
5.469262750E0,-3.098556519E-2,1.067280579E-1,9.839189301E0,9.839816923E0
5.479279750E0,-4.939727783E-2,6.840774536E-2,9.761949921E0,9.762314580E0
5.489295750E0,-3.248245239E-2,4.161346436E-2,9.822424164E0,9.822566021E0
5.499312750E0,-1.721420288E-2,3.472778320E-2,9.839189301E0,9.839265645E0
5.509329750E0,-3.502716064E-2,4.894821167E-2,9.748627625E0,9.748813435E0
5.519346750E0,-4.445755005E-2,3.861968994E-2,9.754166107E0,9.754343873E0
5.529362750E0,-4.640350342E-2,5.807922363E-2,9.766440582E0,9.766723510E0
5.539379750E0,-2.649490356E-2,7.828720093E-2,9.722132721E0,9.722484020E0
5.549396750E0,-8.681945801E-3,7.484436035E-2,9.686357117E0,9.686650156E0
5.559412750E0,-1.886077881E-2,8.382568359E-2,9.734407196E0,9.734786384E0
5.569429750E0,-1.616638184E-2,1.222956848E-1,9.727820892E0,9.728603029E0
5.579446750E0,1.302291870E-2,1.423539734E-1,9.707762604E0,9.708815016E0
5.589462750E0,3.607498169E-2,1.552272034E-1,9.678273926E0,9.679585894E0
5.599479750E0,3.757186890E-2,1.754351807E-1,9.684111786E0,9.685773600E0
5.609496750E0,5.493576050E-2,1.742376709E-1,9.715097351E0,9.716814974E0
5.619513750E0,9.280700684E-3,1.496887207E-1,9.623038788E0,9.624207414E0
5.629529750E0,-1.796264648E-2,1.149609375E-1,9.640402679E0,9.641104838E0
5.639546750E0,4.400848389E-2,8.981323242E-2,9.917476501E0,9.917980809E0
5.649563750E0,2.305206299E-2,1.267863464E-1,9.786049805E0,9.786898230E0
5.659579750E0,-3.008743286E-2,8.397537231E-2,9.659263458E0,9.659675340E0
5.669596750E0,-1.227447510E-2,5.718109131E-2,9.870923309E0,9.871096561E0
5.679613750E0,-1.781295776E-2,1.311273193E-1,9.895023193E0,9.895908027E0
5.689629750E0,-2.649490356E-2,9.699829102E-2,9.790839844E0,9.791356162E0
5.699646750E0,-2.544708252E-3,6.496490479E-2,9.824519806E0,9.824734924E0
5.709663750E0,-1.017883301E-2,1.089733887E-1,9.921967163E0,9.922570796E0
5.719680750E0,-1.137634277E-2,1.119671631E-1,9.927355957E0,9.927993874E0
5.729696750E0,-1.212478638E-2,9.909393311E-2,9.840386810E0,9.840893211E0
5.739713750E0,-1.541793823E-2,1.127156067E-1,9.819580078E0,9.820239072E0
5.749730750E0,-6.137237549E-3,1.234931946E-1,9.890682220E0,9.891455051E0
5.759746750E0,-3.203338623E-2,1.228944397E-1,9.845326538E0,9.846145633E0
5.769763750E0,-1.586700439E-2,1.457968140E-1,9.755363617E0,9.756465947E0
5.779780750E0,6.436614990E-3,1.228944397E-1,9.759704590E0,9.760480426E0
5.789797750E0,1.616638184E-2,1.154100037E-1,9.771529999E0,9.772224892E0
5.799813750E0,3.083587646E-2,1.050814819E-1,9.731563110E0,9.732179280E0
5.809830750E0,1.422042847E-2,1.113684082E-1,9.686357117E0,9.687007760E0
5.819847750E0,1.856140137E-2,1.133143616E-1,9.651779022E0,9.652462016E0
5.829863750E0,4.939727783E-3,9.340576172E-2,9.692344666E0,9.692795993E0
5.839880750E0,1.002914429E-2,1.062789917E-1,9.642198944E0,9.642789860E0
5.849897750E0,6.286926270E-3,1.023870850E-1,9.618997192E0,9.619544149E0
5.859913750E0,-4.191284180E-3,1.025367737E-1,9.697883148E0,9.698426105E0
5.869930750E0,-9.131011963E-3,1.005908203E-1,9.713750153E0,9.714275265E0
5.879947750E0,1.047821045E-3,1.013392639E-1,9.701026611E0,9.701555961E0
5.889963750E0,8.532257080E-3,1.040336609E-1,9.723928986E0,9.724489227E0
5.899980750E0,-7.783813477E-3,1.088237000E-1,9.779912567E0,9.780521101E0
5.909997750E0,-4.490661621E-4,9.759704590E-2,9.812395020E0,9.812880383E0
5.920014750E0,-1.646575928E-2,1.019380188E-1,9.752669220E0,9.753215849E0
5.930030750E0,-2.454895020E-2,9.969268799E-2,9.824370117E0,9.824906589E0
5.940047750E0,-1.571731567E-2,7.963439941E-2,9.908046112E0,9.908378597E0
5.950064750E0,-1.017883301E-2,1.023870850E-1,9.834698639E0,9.835236857E0
5.960081750E0,-1.706451416E-2,1.035845947E-1,9.862840118E0,9.863398814E0
5.970097750E0,-3.412902832E-2,1.037342834E-1,9.913285217E0,9.913886694E0
5.980114750E0,-3.158432007E-2,1.163081360E-1,9.852062531E0,9.852799666E0
5.990131750E0,-2.694396973E-3,1.182540894E-1,9.825268250E0,9.825980229E0
6.000147750E0,-6.286926270E-3,1.100212097E-1,9.830507355E0,9.831125014E0
6.010164750E0,-1.646575928E-3,1.026864624E-1,9.840237122E0,9.840773030E0
6.020181750E0,1.541793823E-2,1.068777466E-1,9.774374084E0,9.774970553E0
6.030197750E0,1.257385254E-2,1.218466187E-1,9.717642059E0,9.718414063E0
6.040214750E0,1.796264648E-2,1.133143616E-1,9.737850037E0,9.738525871E0
6.050231750E0,2.499801636E-2,1.143621826E-1,9.719887390E0,9.720592291E0
6.060248750E0,2.095642090E-2,1.266366577E-1,9.637408905E0,9.638263662E0
6.070264750E0,1.631607056E-2,1.318757629E-1,9.669591980E0,9.670504976E0
6.080281750E0,1.362167358E-2,1.181044006E-1,9.680668945E0,9.681398940E0
6.090298750E0,9.879455566E-3,1.161584473E-1,9.650431824E0,9.651135932E0
6.100314750E0,6.885681152E-3,1.055305481E-1,9.684710541E0,9.685287934E0
6.110331750E0,3.891906738E-3,9.595046997E-2,9.727072449E0,9.727546456E0
6.120348750E0,-1.107696533E-2,1.119671631E-1,9.725725250E0,9.726376046E0
6.130365750E0,-2.050735474E-2,1.062789917E-1,9.715247040E0,9.715849979E0
6.140381750E0,-2.320175171E-2,1.058299255E-1,9.735455017E0,9.736057862E0
6.150398750E0,-1.227447510E-2,1.028361511E-1,9.780062256E0,9.780610598E0
6.160415750E0,-9.131011963E-3,8.981323242E-2,9.793384552E0,9.793800630E0
6.170431750E0,-1.975891113E-2,9.116043091E-2,9.822424164E0,9.822867051E0
6.180448750E0,-9.879455566E-3,9.864486694E-2,9.857601013E0,9.858099520E0
6.190465750E0,-7.484436035E-3,9.355545044E-2,9.820927277E0,9.821375729E0
6.200482750E0,-7.783813477E-3,1.050814819E-1,9.814191284E0,9.814756913E0
6.210498750E0,-1.451980591E-2,1.127156067E-1,9.846524048E0,9.847179873E0
6.220515750E0,-8.532257080E-3,1.154100037E-1,9.827513580E0,9.828194923E0
6.230532750E0,-4.191284180E-3,1.188528442E-1,9.792785797E0,9.793507913E0
6.240548750E0,-5.688171387E-3,1.115180969E-1,9.809401245E0,9.810036770E0
6.250565667E0,3.442840576E-3,1.236428833E-1,9.789342957E0,9.790124358E0
6.260582667E0,3.293151855E-3,1.281335449E-1,9.755064240E0,9.755906281E0
6.270599667E0,-8.232879639E-3,1.176553345E-1,9.756261749E0,9.756974627E0
6.280615667E0,-1.796264648E-3,1.246907043E-1,9.747879181E0,9.748676809E0
6.290632667E0,1.092727661E-2,1.170565796E-1,9.727072449E0,9.727782896E0
6.300649667E0,1.691482544E-2,1.133143616E-1,9.708211670E0,9.708887685E0
6.310665667E0,2.395019531E-3,1.152603149E-1,9.724827118E0,9.725510431E0
6.320682667E0,1.571731567E-2,1.107696533E-1,9.756112061E0,9.756753532E0
6.330699667E0,8.831634521E-3,9.909393311E-2,9.732910309E0,9.733418756E0
6.340716667E0,5.089416504E-3,1.104702759E-1,9.729018402E0,9.729646892E0
6.350732667E0,-2.694396973E-3,1.059796143E-1,9.755213928E0,9.755789959E0
6.360749667E0,-3.143463135E-3,1.070274353E-1,9.747130737E0,9.747718829E0
6.370766667E0,-1.856140137E-2,1.025367737E-1,9.726623383E0,9.727181542E0
6.380782667E0,-1.691482544E-2,9.505233765E-2,9.782756653E0,9.783233044E0
6.390799667E0,-3.293151855E-3,1.037342834E-1,9.782008209E0,9.782558778E0
6.400816667E0,-5.987548828E-4,9.879455566E-2,9.754016418E0,9.754516749E0
6.410833667E0,-1.212478638E-2,9.834548950E-2,9.780361633E0,9.780863588E0
6.420849667E0,-2.020797729E-2,9.729766846E-2,9.787097626E0,9.787602114E0
6.430866667E0,-1.945953369E-2,1.166075134E-1,9.771380310E0,9.772095433E0
6.440883667E0,-1.422042847E-2,1.149609375E-1,9.773026886E0,9.773713355E0
